,data_id,modelname,perf,ensemble,min,max,flag,norm_perf
197,999999,t2g,-0.4519684765054038,1,-0.7783291575696241,-0.4287859941715125,-1,0.9336777692674033
198,537,mlp,-4.6104852923241495,1,-7.804915019128046,-4.37968047869332,-1,0.9326163476088455
199,537,resnet,-4.648186992659136,1,-7.804915019128046,-4.37968047869332,-1,0.9216093056413773
200,537,ftt,-4.62496948232119,1,-7.804915019128046,-4.37968047869332,-1,0.9283876766007567
201,537,t2g,-4.576739729825745,1,-7.804915019128046,-4.37968047869332,-1,0.9424683919287424
202,44054,mlp,-0.0266558849402934,1,-0.0323275893519834,-0.025998076534677,-1,0.896072821936975
203,44054,resnet,-0.0268278847263176,1,-0.0323275893519834,-0.025998076534677,-1,0.8688985684061328
204,44054,ftt,-0.0269364901275782,1,-0.0323275893519834,-0.025998076534677,-1,0.8517399964282634
205,44054,t2g,-0.0267312177439284,1,-0.0323275893519834,-0.025998076534677,-1,0.8841709890772608
206,44057,mlp,-0.3732813352997508,1,-0.6534560081163111,-0.2161975432490814,-1,0.640752999262423
207,44057,resnet,-0.3701065987957013,1,-0.6534560081163111,-0.2161975432490814,-1,0.6480135482491957
208,44057,ftt,-0.3682322957482811,1,-0.6534560081163111,-0.2161975432490814,-1,0.6523000359858924
209,44057,t2g,-0.3684153420254003,1,-0.6534560081163111,-0.2161975432490814,-1,0.65188141338204
210,44984,resnet,-346.1117503784002,1,-352.89898431147094,-343.56600757714665,-1,0.727231421043733
211,44984,ftt,-344.3005591049773,1,-352.89898431147094,-343.56600757714665,-1,0.9212950435064122
212,44984,t2g,-344.8684418550065,1,-352.89898431147094,-343.56600757714665,-1,0.8604481383662057
213,44059,mlp,-0.0913381936549447,1,-0.625734827079422,-0.0848761920628474,-1,0.9880523279583041
214,44059,resnet,-0.0894115824207547,1,-0.625734827079422,-0.0848761920628474,-1,0.9916144625152035
215,44059,ftt,-0.0885653189548338,1,-0.625734827079422,-0.0848761920628474,-1,0.9931791291602965
216,44059,t2g,-0.0877193344748716,1,-0.625734827079422,-0.0848761920628474,-1,0.9947432799849131
217,44068,mlp,-0.3545738735610615,1,-0.6299783560274385,-0.3443829820749819,-1,0.9643170288613425
218,44068,resnet,-0.3494055063000771,1,-0.6299783560274385,-0.3443829820749819,-1,0.9824138460102253
219,44068,ftt,-0.3536966397846564,1,-0.6299783560274385,-0.3443829820749819,-1,0.9673886254501275
220,44068,t2g,-0.3464219223042387,1,-0.6299783560274385,-0.3443829820749819,-1,0.9928607378997806
221,44137,mlp,-0.0001609568169174,1,-0.0001900982240551,-0.0001490394294588,-1,0.7097482384523303
222,44137,resnet,-0.0001586693108746,1,-0.0001900982240551,-0.0001490394294588,-1,0.765461175602369
